start,end,today,deviceid,audit,enumerator_id,survey_consent,consent_no,consent_no_other,ki_sector,ki_sector_other,region_reporting,province_reporting,district_reporting,bsu_reporting,settlement_name,settlement_name_other,settlement_name_all,settlement_dulicate,duplicates,interview_type,ki_in_settlement,visited_settlement,ki_province_living,ki_district_living,settlement_events_year,settlement_events_year/events_active_conflict,settlement_events_year/events_earthquake,settlement_events_year/events_flood,settlement_events_year/events_avalanche_snowfall,settlement_events_year/events_drought,settlement_events_year/events_none,settlement_events_year/events_no_answer,settlement_events_3_months,settlement_events_3_months/events_active_conflict,settlement_events_3_months/events_earthquake,settlement_events_3_months/events_flood,settlement_events_3_months/events_avalanche_snowfall,settlement_events_3_months/events_drought,settlement_events_3_months/events_none,settlement_events_3_months/events_no_answer,displaced_3_months,pop_displaced,idp_3_months,returnee_3_months,activity_3_months,ag_own_land,livestock_own_animals,livelihood_conflict_disaster,livelihood_conflict_disaster/yes_livestock_impact,livelihood_conflict_disaster/yes_ag_impact,livelihood_conflict_disaster/yes_income_impact,livelihood_conflict_disaster/other,livelihood_conflict_disaster/conflict_no,livelihood_conflict_disaster/conflict_dont_know,conflict_disaster_other,livestock_negative_impacts,ag_negative_impacts,coping_consumed_seed,coping_beg_charity,coping_sold_land,hum_aid_3_months,type_assistance,type_assistance/assistance_food,type_assistance/assistance_shelter,type_assistance/assistance_health,type_assistance/assistance_wash,type_assistance/assistance_education,type_assistance/assistance_protection,type_assistance/assistance_dont_know,aid_info,mobile_network,bank_account,road_access,why_no_access,dist_centre_access,priority_needs,priority_needs/needs_shelter,priority_needs/needs_food,priority_needs/needs_health,priority_needs/needs_seeds,priority_needs/needs_employment,priority_needs/needs_water,priority_needs/needsd_hygiene,priority_needs/needs_documents,priority_needs/needs_protection,priority_needs/needs_education,priority_needs/needs_psycho_support,priority_needs/needs_none,priority_needs/needs_dont_know,food_access,hunger_level,market_available,borrow_food_money,borrow_food_proportion,reduced_food_children,reduced_food_proportion,malnutrition_severity,nutrition_access,shelter_type,no_shelter_open,shelter_damage,shelter_destroyed,shelter_repair,shelter_evicted,heating_source,nfi_market,health_functioning_access,health_closed,meds_access,birth_hospital,death_cause,more_ppl_died,edu_children,rel_school,edu_boys,edu_girls,children_removed,water_source,water_source_damage,water_access,reason_water_needs,soap_access,open_defecation,waste_disposal,safety_rating,adult_incidents,adult_incidents/verbal_threat,adult_incidents/assault_no_weapon,adult_incidents/assault_weapon,adult_incidents/hinder_move,adult_incidents/forced_work,adult_incidents/forced_detained,adult_incidents/forced_recruitment,adult_incidents/none,adult_incidents/dont_know,child_incidents,child_incidents/verbal_threat,child_incidents/assault_no_weapon,child_incidents/assault_weapon,child_incidents/hinder_move,child_incidents/forced_work,child_incidents/forced_detained,child_incidents/forced_recruitment,child_incidents/none,child_incidents/dont_know,other_incidents,other_incidents_other,civil_justice,boys_marriage,girls_marriage,explosive_hazards,explosive_impact,explosive_impact/constrain_service_access,explosive_impact/constrain_playing_access,explosive_impact/livelihood_income,explosive_impact/psych_wellbeing,explosive_impact/death_disability,explosive_impact/none,explosive_impact/dont_know,phys_injury_conflict,phys_injury_disaster,boys_work_no_school,girls_work_no_school,forced_leave,have_tazkira,men_tazkira,_id,_uuid,_submission_time,date,_validation_status,_index,enumerator_id_final,Dimension
2019-08-06T10:07:55.545+04:30,2019-08-06T10:48:28.105+04:30,43683,3.56E+14,,2,yes,,,sector_village_admin,,north_eastern,baghlan,baghlan_e_jadid,abqul_ya_qul_gharb,ali_khowaja,,ali_khowaja,abqul_ya_qul_gharb_ali_khowaja,#REF!,face_to_face,yes,,,,events_active_conflict events_earthquake,1,1,0,0,0,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_few,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact,1,1,0,1,0,0,,livestock_ill,ag_impact_less_half,yes,no,no,yes,assistance_food assistance_wash,1,0,0,1,0,0,0,info_within_comm,connect_few_hrs,account_very_few,yes,,access_2h,needs_food needs_health needs_water,0,1,1,0,0,1,0,0,0,0,0,0,0,yes,,yes,yes,very_few,no,,malnour_very_few,yes,shelter_makeshift,no,yes_conflict,less_20_hh,very_few,no,heating_wood,yes,yes,no,meds_access,yes,conflict_cause,no,yes,yes,yes,no,no,pump_public,damage_none,almost_all,water_social_restrictions,yes,yes,hh_pit,okay,forced_recruitment,0,0,0,0,0,0,1,0,0,assault_no_weapon,0,1,0,0,0,0,0,0,0,targeting_women,,no,no,yes,yes,constrain_playing_access livelihood_income,0,1,1,0,0,0,0,yes,,yes,no,no,yes,account_more_half,64088938,c4965315-25df-4460-af52-f2ec9ed566ad,2019-08-06T06:27:52,8/6/2019,,64,baghlan_2,Mix
2019-08-06T12:35:40.618+05,2019-08-06T13:32:39.780+05,43683,3.60E+14,,2,yes,,,sector_education,,eastern,kunar,shigal,abdram_khil,amankot,,amankot,abdram_khil_amankot,#REF!,face_to_face,yes,,,,events_none,0,0,0,0,0,1,0,events_none,0,0,0,0,0,1,0,,,no,no,activity_labour,,,,,,,1,,,,,,yes,no,no,yes,assistance_food assistance_shelter,1,1,0,0,0,0,0,info_outside_comm,connect_24h,account_very_few,yes,,access_2h,needs_employment needs_water needs_education,0,0,0,0,1,1,0,0,0,1,0,0,0,no,hunger_small,yes,yes,half,yes,half,malnour_very_few,yes,shelter_bricks,no,,,,no,heating_wood,no,yes,,meds_expensive,yes,conflict_cause,yes,yes,yes,yes,yes,,piped_public,,almost_all,water_none,yes,yes,hh_pit,good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,,no,no,yes,no,,,,,,,,,,,yes,no,no,yes,account_more_half,64101687,b5abc9fb-263f-4c16-9ef6-28aa904a4d66,2019-08-06T09:03:23,8/6/2019,,65,kunar_2,Conflict Intensity
2019-08-06T09:54:18.400+04:30,2019-08-06T10:27:56.099+04:30,43683,3.59E+14,,9,yes,,,sector_health,doctor,eastern,kunar,khas_kunar,tanar,zor_kunar,,zor_kunar,tanar_zor_kunar,#REF!,face_to_face,yes,,,,events_none,0,0,0,0,0,1,0,events_none,0,0,0,0,0,1,0,,,yes,no,activity_ag,yes,,,,,,1,,,,,,yes,yes,yes,yes,assistance_food assistance_shelter,1,1,0,0,0,0,0,info_within_comm,connect_24h,account_very_few,yes,,access_2h,needs_shelter needs_food needs_water,1,1,0,0,0,1,0,0,0,0,0,0,0,no,hunger_bad,yes,yes,more_half,yes,more_half,malnour_more_half,no_not_accessible,shelter_bricks,no,,,,no,heating_wood,yes,yes,,meds_expensive,yes,conflict_cause,no,yes,yes,yes,yes,,sfc_water,,very_few,water_too_far,yes,yes,hh_pit,very_good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,,yes,no,no,no,,,,,,,,,,,yes,no,no,yes,account_more_half,64112348,08e45985-8c40-4b0e-bd25-61be807e772f,2019-08-06T10:32:59,8/6/2019,,66,kunar_9,Conflict Intensity
2019-08-06T11:26:06.802+04:30,2019-08-06T11:54:08.914+04:30,43683,3.59E+14,,5,yes,,,sector_health,,eastern,kunar,khas_kunar,lotan,lotan,,lotan,lotan_lotan,#REF!,face_to_face,yes,,,,events_flood,0,0,1,0,0,0,0,events_none,0,0,0,0,0,1,0,,,yes,no,activity_ag,yes,,,,,,1,,,,,,yes,yes,yes,yes,assistance_food assistance_wash,1,0,0,1,0,0,0,info_within_comm,connect_24h,account_none,yes,,access_2h,needs_food needs_seeds needs_water,0,1,0,1,0,1,0,0,0,0,0,0,0,no,hunger_bad,no,yes,more_half,yes,very_few,malnour_more_half,no_too_far,shelter_bricks,no,,,,no,heating_wood,no,yes,,meds_expensive,no,conflict_cause,no,yes,yes,yes,yes,,pump_private,,half,water_expensive,no,yes,hh_pit,good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,targeting_women,,yes,yes,yes,no,,,,,,,,,,,yes,no,no,yes,account_more_half,64112387,3e59142f-ecb0-4f9a-b549-9e921adfe1c4,2019-08-06T10:33:13,8/6/2019,,67,kunar_5,Conflict Intensity
2019-08-06T11:57:48.130+04:30,2019-08-06T12:28:32.231+04:30,43683,3.59E+14,,5,yes,,,sector_village_admin,,eastern,kunar,khas_kunar,lotan,chand_royi,,chand_royi,lotan_chand_royi,#REF!,face_to_face,yes,,,,events_flood events_drought,0,0,1,0,1,0,0,events_drought,0,0,0,0,1,0,0,yes,displ_few,yes,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact,1,1,0,1,0,0,,livestock_less_produce,ag_impact_less_half,yes,yes,yes,yes,assistance_food assistance_shelter,1,1,0,0,0,0,0,info_within_comm,connect_24h,account_very_few,yes,,access_2h,needs_food needs_seeds needs_water,0,1,0,1,0,1,0,0,0,0,0,0,0,no,hunger_bad,yes,yes,more_half,yes,very_few,malnour_more_half,no_not_accessible,shelter_bricks,no,no,,,no,heating_wood,no,yes,no,meds_access,yes,conflict_cause,no,yes,yes,yes,yes,no,pump_public,damage_none,very_few,water_too_far,yes,yes,hh_pit,very_good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,targeting_women,,yes,yes,yes,no,,,,,,,,,,,yes,no,no,yes,account_more_half,64112432,16408fa2-4e38-4904-aac3-a014c1798ab1,2019-08-06T10:33:27,8/6/2019,,68,kunar_5,Conflict Intensity
2019-08-06T12:58:55.760+04:30,2019-08-06T13:25:34.372+04:30,43683,3.59E+14,,5,yes,,,sector_education,,eastern,kunar,khas_kunar,lotan,sana_khel,,sana_khel,lotan_sana_khel,#REF!,face_to_face,yes,,,,events_none,0,0,0,0,0,1,0,events_none,0,0,0,0,0,1,0,,,yes,no,activity_ag,yes,,,,,,1,,,,,,yes,yes,yes,yes,assistance_food,1,0,0,0,0,0,0,info_within_comm,connect_24h,account_none,yes,,access_2h,needs_food needs_health needs_education,0,1,1,0,0,0,0,0,0,1,0,0,0,no,hunger_small,no,yes,half,yes,very_few,malnour_more_half,no_too_far,shelter_bricks,yes,,,,no,heating_wood,no,yes,,meds_access,yes,disease_cause,yes,yes,yes,yes,yes,,pump_private,,almost_all,water_none,yes,yes,hh_pit,good,forced_work,0,0,0,0,1,0,0,0,0,none,0,0,0,0,0,0,0,1,0,targeting_women,,yes,no,yes,no,,,,,,,,,,,yes,no,no,yes,account_more_half,64112485,17007ec4-ea37-4f0c-8401-281ae89feb8c,2019-08-06T10:33:41,8/6/2019,,69,kunar_5,Conflict Intensity
2019-08-06T13:52:46.797+04:30,2019-08-06T14:23:55.169+04:30,43683,3.59E+14,,5,yes,,,sector_village_admin,,eastern,kunar,khas_kunar,mangwal,chemyari,,chemyari,mangwal_chemyari,#REF!,face_to_face,yes,,,,events_earthquake,0,1,0,0,0,0,0,events_drought,0,0,0,0,1,0,0,no,,yes,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact,1,1,0,1,0,0,,livestock_less_produce,ag_impact_half,yes,yes,no,yes,assistance_food,1,0,0,0,0,0,0,info_within_comm,connect_24h,account_none,yes,,access_2h,needs_food needs_health needs_seeds,0,1,1,1,0,0,0,0,0,0,0,0,0,no,hunger_bad,yes,yes,more_half,yes,very_few,malnour_more_half,no_not_accessible,shelter_bricks,yes,no,,,no,heating_wood,no,yes,no,meds_not_available,yes,conflict_cause,yes,yes,yes,yes,yes,no,pump_private,damage_none,almost_all,water_none,yes,yes,hh_pit,very_good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,,yes,no,no,no,,,,,,,,,,,yes,yes,no,yes,account_more_half,64112543,d3bddc27-da72-424d-8c52-7ea640c4978c,2019-08-06T10:33:54,8/6/2019,,70,kunar_5,Conflict Intensity
2019-08-06T08:22:35.446+04:30,2019-08-06T09:03:28.488+04:30,43683,3.57E+14,,5,yes,,,sector_village_admin,,north_eastern,kunduz,qala_e_zal,qala_e_zal5,shor_aruq,,shor_aruq,qala_e_zal5_shor_aruq,#REF!,face_to_face,yes,,,,events_active_conflict events_drought,1,0,0,0,1,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_100_more_hh,no,no,activity_ag,yes,,yes_ag_impact yes_income_impact,0,1,1,1,0,0,,,ag_impact_more_half,yes,yes,yes,yes,assistance_food,1,0,0,0,0,0,0,info_within_comm,connect_few_hrs,account_none,yes,,access_2h,needs_food needs_seeds needs_education,0,1,0,1,0,0,0,0,0,1,0,0,0,yes,,no,yes,more_half,no,,malnour_dont_know,no_not_accessible,shelter_bricks,yes,yes_conflict,20_50_hh,very_few,yes,heating_dung,no,no,yes,meds_not_available,yes,conflict_cause,no,yes,yes,yes,yes,no,pump_private,damage_none,very_few,water_insufficient_containers,yes,yes,street_open_space,very_poor,verbal_threat forced_work,1,0,0,0,1,0,0,0,0,none,0,0,0,0,0,0,0,1,0,none,,no,yes,yes,no,,,,,,,,,yes,,yes,no,no,yes,account_more_half,64113933,94e653b9-3667-470c-9992-2e4eba165cc8,2019-08-06T10:44:26,8/6/2019,,71,kunduz_5,Mix
2019-08-06T09:22:55.533+04:30,2019-08-06T10:01:02.100+04:30,43683,3.57E+14,,5,yes,,,sector_village_admin,,north_eastern,kunduz,qala_e_zal,qala_e_zal5,qazaq_shakh,,qazaq_shakh,qala_e_zal5_qazaq_shakh,#REF!,face_to_face,yes,,,,events_active_conflict events_drought,1,0,0,0,1,0,0,events_active_conflict events_drought,1,0,0,0,1,0,0,yes,displ_100_more_hh,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,1,0,0,,livestock_ill,ag_impact_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_few_hrs,account_very_few,yes,,access_2h,needs_food needs_health needs_seeds,0,1,1,1,0,0,0,0,0,0,0,0,0,yes,,no,yes,half,no_answer,,malnour_very_few,no_too_far,shelter_bricks,yes,yes_conflict,less_20_hh,very_few,no,heating_dung,no,yes,no_answer,meds_expensive,yes,disease_cause,no_answer,yes,yes,yes,yes,no,pump_public,damage_none,almost_all,water_insufficient_containers,yes,yes,street_open_space,poor,verbal_threat,1,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,1,0,none,,yes,no,no,no,,,,,,,,,yes,,no,no,no,yes,account_more_half,64113942,bc492828-8692-41c8-a806-7230d90fdc31,2019-08-06T10:44:30,8/6/2019,,72,kunduz_5,Mix
2019-08-06T10:21:12.099+04:30,2019-08-06T11:03:33.982+04:30,43683,3.57E+14,,5,yes,,,sector_village_admin,,north_eastern,kunduz,qala_e_zal,qala_e_zal3,shaghal_shakh,,shaghal_shakh,qala_e_zal3_shaghal_shakh,#REF!,phone_interview,yes,,,,events_active_conflict events_drought,1,0,0,0,1,0,0,events_active_conflict events_drought,1,0,0,0,1,0,0,no,,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact,1,1,0,1,0,0,,livestock_ill,ag_impact_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_few_hrs,account_none,yes,,access_half_day,needs_food needs_seeds needs_employment,0,1,0,1,1,0,0,0,0,0,0,0,0,yes,,yes,yes,half,yes,half,malnour_very_few,no_too_far,shelter_bricks,yes,yes_both,20_50_hh,very_few,no,heating_dung,no,yes,no,meds_expensive,yes,conflict_cause,yes,yes,yes,yes,yes,no,pump_public,damage_none,half,water_insufficient_containers,yes,yes,street_open_space,poor,none,0,0,0,0,0,0,0,1,0,verbal_threat,1,0,0,0,0,0,0,0,0,none,,yes,yes,yes,no,,,,,,,,,yes,,yes,yes,yes,yes,account_more_half,64113947,f3071bf8-a84f-49c6-b968-8885cc5cfdbc,2019-08-06T10:44:34,8/6/2019,,73,kunduz_5,Mix
2019-08-06T11:44:23.037+04:30,2019-08-06T12:25:09.326+04:30,43683,3.57E+14,,5,yes,,,sector_village_admin,,north_eastern,kunduz,qala_e_zal,qala_e_zal3,warta_buz_bala,,warta_buz_bala,qala_e_zal3_warta_buz_bala,#REF!,phone_interview,yes,,,,events_active_conflict,1,0,0,0,0,0,0,events_active_conflict events_flood,1,0,1,0,0,0,0,no,,no,no,activity_ag,yes,,yes_ag_impact,0,1,0,1,0,0,,,ag_impact_less_half,yes,yes,yes,yes,assistance_food,1,0,0,0,0,0,0,info_within_comm,connect_few_hrs,account_very_few,yes,,access_half_day,needs_food needs_seeds needs_education,0,1,0,1,0,0,0,0,0,1,0,0,0,yes,,yes,yes,very_few,yes,very_few,malnour_very_few,yes,shelter_bricks,no,yes_both,less_20_hh,very_few,yes,heating_dung,yes,yes,no,meds_expensive,yes,conflict_cause,no,yes,yes,yes,yes,no,pump_public,damage_none,almost_all,water_none,yes,yes,street_open_space,poor,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,,yes,no,no,no,,,,,,,,,yes,yes,yes,no,no,yes,account_half,64113965,a8af399f-93b9-4380-89dd-1ab5f6a62454,2019-08-06T10:44:39,8/6/2019,,74,kunduz_5,Mix
2019-08-06T14:55:25.821+04:30,2019-08-06T15:17:35.406+04:30,43683,3.55E+14,,3,yes,,,sector_village_admin,,eastern,kunar,dara_e_pech,matin,managi,,managi,matin_managi,#REF!,face_to_face,yes,,,,events_active_conflict events_flood,1,0,1,0,0,0,0,events_active_conflict events_flood,1,0,1,0,0,0,0,yes,displ_20hh_less,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact,1,1,0,1,0,0,,livestock_died,ag_impact_less_half,yes,yes,no_answer,yes,assistance_food,1,0,0,0,0,0,0,info_within_comm,connect_never,account_dont_know,yes,,access_2h,needs_food needs_health needs_water,0,1,1,0,0,1,0,0,0,0,0,0,0,no,hunger_bad,no,yes,very_few,yes,very_few,malnour_very_few,no_too_far,shelter_bricks,no,yes_both,less_20_hh,very_few,yes,heating_wood,no,no,yes,meds_expensive,no_answer,conflict_cause,yes,yes,yes,yes,no,no,unprotected_well,damage_disaster,very_few,water_not_functioning,yes,yes,hh_pit,poor,assault_weapon,0,0,1,0,0,0,0,0,0,verbal_threat,1,0,0,0,0,0,0,0,0,targeting_women,,no,yes,yes,no_answer,,,,,,,,,yes,yes,yes,yes,yes,yes,account_more_half,64114714,6a5dd1fc-e1fd-48cf-9a83-d96b3f43832d,2019-08-06T10:48:21,8/6/2019,,76,kunar_3,Mix
2019-08-14T10:56:42.387+04:30,2019-08-14T11:57:20.810+04:30,43691,3.53E+14,,1,yes,,,sector_village_admin,,north_eastern,takhar,eshkmesh,fakhrak_allahuddin,shakar_now,,shakar_now,fakhrak_allahuddin_shakar_now,#REF!,phone_interview,yes,,,,events_earthquake events_flood events_drought,0,1,1,0,1,0,0,events_flood events_drought,0,0,1,0,1,0,0,yes,displ_20hh_less,yes,yes,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,1,0,0,,livestock_ill,ag_impact_more_half,yes,yes,yes,no,,,,,,,,,info_outside_comm,connect_few_hrs,account_none,yes,,access_2h,needs_shelter needs_food needs_seeds,1,1,0,1,0,0,0,0,0,0,0,0,0,no,hunger_bad,yes,yes,half,yes,half,malnour_very_few,no_too_far,shelter_bricks,no,yes_disaster,less_20_hh,very_few,no,heating_dung,yes,no,yes,meds_not_available,no,disease_cause,yes,no,no,no,no,yes,unprotected_well,damage_disaster,almost_all,water_none,yes,yes,hh_pit,good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,targeting_women,,yes,no,no,yes,constrain_service_access constrain_playing_access,1,1,0,0,0,0,0,,no,yes,yes,no,yes,account_more_half,64726616,7c0cfa10-b330-4d7d-bba8-128aa2c4da05,2019-08-14T08:55:37,8/14/2019,,77,takhar_1,Mix
2019-08-06T10:51:22.784+04:30,2019-08-06T11:11:52.537+04:30,43683,3.52E+14,,3,yes,,,sector_village_admin,,north_eastern,kunduz,chahar_darah,chahar_shahid_gharia_ghasab,balouch_ha,,balouch_ha,chahar_shahid_gharia_ghasab_balouch_ha,#REF!,face_to_face,yes,,,,events_active_conflict events_earthquake,1,1,0,0,0,0,0,events_active_conflict events_avalanche_snowfall,1,0,0,1,0,0,0,yes,displ_20hh_less,yes,yes,activity_ag,yes,,yes_livestock_impact yes_income_impact,1,0,1,1,0,0,,livestock_ill,,yes,yes,yes,yes,assistance_food assistance_shelter,1,1,0,0,0,0,0,info_within_comm,connect_few_hrs,account_very_few,yes,,access_2h,needs_shelter needs_food needs_health,1,1,1,0,0,0,0,0,0,0,0,0,0,yes,,yes,yes,very_few,yes,very_few,malnour_less_half,no_too_far,shelter_bricks,yes,yes_conflict,less_20_hh,very_few,no,heating_dung,no,yes,yes,meds_expensive,yes,conflict_cause,yes,yes,yes,yes,yes,yes,protected_well,damage_conflict,very_few,water_too_far,yes,yes,communal_bin,okay,verbal_threat assault_weapon,1,0,1,0,0,0,0,0,0,verbal_threat hinder_move,1,0,0,1,0,0,0,0,0,targeting_women,,no,yes,no,no,,,,,,,,,yes,yes,yes,yes,no,yes,account_more_half,64118295,078b1c30-7fee-4769-a021-0937546b3d29,2019-08-06T11:10:20,8/6/2019,,79,kunduz_3,Mix
2019-08-06T12:17:57.484+04:30,2019-08-06T12:41:25.478+04:30,43683,3.52E+14,,3,yes,,,sector_ag_livestock,,north_eastern,kunduz,chahar_darah,ghoro_gheshlagh_isa_khel,aissa_khil,,aissa_khil,ghoro_gheshlagh_isa_khel_aissa_khil,#REF!,phone_interview,yes,,,,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,yes,displ_20_50_hh,yes,yes,activity_ag,yes,,yes_income_impact,0,0,1,1,0,0,,,,yes,no,yes,yes,assistance_shelter,0,1,0,0,0,0,0,info_within_comm,connect_few_hrs,account_very_few,yes,,access_2h,needs_shelter needs_health needs_water,1,0,1,0,0,1,0,0,0,0,0,0,0,yes,,yes,yes,very_few,yes,very_few,malnour_less_half,yes,shelter_bricks,no,yes_both,20_50_hh,very_few,no,heating_wood,no,yes,yes,meds_not_available,yes,conflict_cause,yes,no,yes,yes,yes,yes,unprotected_well,damage_conflict,half,water_social_restrictions,yes,yes,street_open_space,okay,assault_no_weapon hinder_move,0,1,0,1,0,0,0,0,0,assault_no_weapon forced_work,0,1,0,0,1,0,0,0,0,targeting_women,,no,yes,no,yes,constrain_playing_access psych_wellbeing,0,1,0,1,0,0,0,yes,yes,yes,yes,yes,yes,account_more_half,64118320,1f17a8ab-1e09-47a5-8e9d-d0c546f2adc6,2019-08-06T11:10:30,8/6/2019,,81,kunduz_3,Mix
2019-08-06T10:12:35.879+04:30,2019-08-06T10:53:30.145+04:30,43683,3.56E+14,,1,yes,,,sector_ag_livestock,,north_eastern,baghlan,pul_e_khumri,bagh_shamal,bagh_i_shamal_2,,bagh_i_shamal_2,bagh_shamal_bagh_i_shamal_2,#REF!,face_to_face,yes,,,,events_active_conflict events_earthquake,1,1,0,0,0,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_few,no,no,activity_ag,yes,,yes_ag_impact,0,1,0,1,0,0,,,ag_impact_less_half,yes,no,no,yes,assistance_food assistance_wash,1,0,0,1,0,0,0,info_within_comm,connect_few_hrs,account_very_few,yes,,access_2h,needs_shelter needs_food needs_seeds,1,1,0,1,0,0,0,0,0,0,0,0,0,yes,,yes,yes,very_few,no,,malnour_very_few,no_too_far,shelter_bricks,no,yes_conflict,less_20_hh,very_few,yes,heating_wood,yes,yes,no,meds_access,yes,conflict_cause,yes,yes,yes,yes,no,no,pump_public,damage_none,almost_all,water_none,yes,yes,hh_pit,okay,assault_weapon,0,0,1,0,0,0,0,0,0,verbal_threat assault_no_weapon,1,1,0,0,0,0,0,0,0,targeting_women,,no,no,yes,yes,psych_wellbeing,0,0,0,1,0,0,0,yes,,yes,yes,yes,yes,account_more_half,64120175,987dd7d5-bec6-415e-9833-b9afdf1ad5f5,2019-08-06T11:21:40,8/6/2019,,83,baghlan_1,Conflict Intensity
2019-08-06T12:11:17.297+04:30,2019-08-06T12:40:11.087+04:30,43683,3.56E+14,,1,yes,,,sector_village_admin,,north_eastern,baghlan,pul_e_khumri,markaz_pule_khumri,pul_e_khumri,,pul_e_khumri,markaz_pule_khumri_pul_e_khumri,#REF!,face_to_face,yes,,,,events_active_conflict events_earthquake events_drought,1,1,0,0,1,0,0,events_active_conflict,1,0,0,0,0,0,0,no,,yes,yes,activity_labour,,,yes_income_impact,0,0,1,1,0,0,,,,no,no,yes,yes,assistance_food assistance_wash,1,0,0,1,0,0,0,info_outside_comm,connect_24h,account_more_half,yes,,access_2h,needs_shelter needs_health needs_employment,1,0,1,0,1,0,0,0,0,0,0,0,0,yes,,yes,yes,very_few,no,,malnour_very_few,yes,shelter_bricks,no,no,,,no,heating_charcoal,yes,yes,no,meds_access,yes,disease_cause,no,yes,yes,yes,yes,no,protected_well,damage_none,almost_all,water_none,yes,no,burning,okay,assault_weapon,0,0,1,0,0,0,0,0,0,none,0,0,0,0,0,0,0,1,0,none,,no,no,yes,yes,psych_wellbeing,0,0,0,1,0,0,0,no,,no,no,no,yes,account_more_half,64120242,df9dc4a2-f727-4b1f-8b6b-b64c4ba80f9a,2019-08-06T11:22:07,8/6/2019,,84,baghlan_1,Conflict Intensity
2019-08-06T12:48:39.595+04:30,2019-08-06T13:10:45.441+04:30,43683,3.56E+14,,1,yes,,,sector_village_admin,,north_eastern,baghlan,pul_e_khumri,markaz_pule_khumri,qahwakhana,,qahwakhana,markaz_pule_khumri_qahwakhana,#REF!,face_to_face,yes,,,,events_active_conflict events_earthquake events_drought,1,1,0,0,1,0,0,events_active_conflict,1,0,0,0,0,0,0,no,,yes,yes,activity_labour,,,yes_income_impact,0,0,1,1,0,0,,,,yes,no,no,yes,assistance_food assistance_wash,1,0,0,1,0,0,0,info_outside_comm,connect_24h,account_more_half,yes,,access_2h,needs_shelter needs_food needs_employment,1,1,0,0,1,0,0,0,0,0,0,0,0,yes,,yes,yes,very_few,no,,malnour_very_few,yes,shelter_bricks,no,no,,,no,heating_charcoal,yes,yes,no,meds_access,yes,disease_cause,no,yes,yes,yes,yes,no,protected_well,damage_none,almost_all,water_none,yes,no,hh_pit,okay,verbal_threat assault_no_weapon assault_weapon,1,1,1,0,0,0,0,0,0,none,0,0,0,0,0,0,0,1,0,none,,no,no,yes,yes,livelihood_income psych_wellbeing,0,0,1,1,0,0,0,no,,yes,no,no,yes,account_more_half,64120273,d777af5a-73e9-46bf-8d70-db06c503285e,2019-08-06T11:22:19,8/6/2019,,85,baghlan_1,Conflict Intensity
