start,end,today,deviceid,audit,enumerator_id,survey_consent,ki_sector,province_reporting,district_reporting,bsu_reporting,settlement_name,concat,interview_type,ki_in_settlement,visited_settlement,ki_province_living,ki_district_living,settlement_events_year,settlement_events_year/events_active_conflict,settlement_events_year/events_earthquake,settlement_events_year/events_flood,settlement_events_year/events_avalanche_snowfall,settlement_events_year/events_drought,settlement_events_year/events_none,settlement_events_year/events_no_answer,settlement_events_3_months,settlement_events_3_months/events_active_conflict,settlement_events_3_months/events_earthquake,settlement_events_3_months/events_flood,settlement_events_3_months/events_avalanche_snowfall,settlement_events_3_months/events_drought,settlement_events_3_months/events_none,settlement_events_3_months/events_no_answer,displaced_3_months,pop_displaced,idp_3_months,returnee_3_months,activity_3_months,ag_own_land,livestock_own_animals,livelihood_conflict_disaster,livelihood_conflict_disaster/yes_livestock_impact,livelihood_conflict_disaster/yes_ag_impact,livelihood_conflict_disaster/yes_income_impact,livelihood_conflict_disaster/other,livelihood_conflict_disaster/conflict_no,livelihood_conflict_disaster/conflict_dont_know,livestock_negative_impacts,ag_negative_impacts,coping_consumed_seed,coping_beg_charity,coping_sold_land,hum_aid_3_months,type_assistance,type_assistance/assistance_food,type_assistance/assistance_shelter,type_assistance/assistance_health,type_assistance/assistance_wash,type_assistance/assistance_education,type_assistance/assistance_protection,type_assistance/assistance_dont_know,aid_info,mobile_network,bank_account,road_access,why_no_access,dist_centre_access,priority_needs,priority_needs/needs_shelter,priority_needs/needs_food,priority_needs/needs_health,priority_needs/needs_seeds,priority_needs/needs_employment,priority_needs/needs_water,priority_needs/needsd_hygiene,priority_needs/needs_documents,priority_needs/needs_protection,priority_needs/needs_education,priority_needs/needs_psycho_support,priority_needs/needs_none,priority_needs/needs_dont_know,food_access,hunger_level,market_available,borrow_food_money,borrow_food_proportion,reduced_food_children,reduced_food_proportion,malnutrition_severity,nutrition_access,shelter_type,no_shelter_open,shelter_damage,shelter_destroyed,shelter_repair,shelter_evicted,heating_source,nfi_market,health_functioning_access,health_closed,meds_access,birth_hospital,death_cause,more_ppl_died,edu_children,rel_school,edu_boys,edu_girls,children_removed,water_source,water_source_damage,water_access,reason_water_needs,soap_access,open_defecation,waste_disposal,safety_rating,adult_incidents,adult_incidents/verbal_threat,adult_incidents/assault_no_weapon,adult_incidents/assault_weapon,adult_incidents/hinder_move,adult_incidents/forced_work,adult_incidents/forced_detained,adult_incidents/forced_recruitment,adult_incidents/none,adult_incidents/dont_know,child_incidents,child_incidents/verbal_threat,child_incidents/assault_no_weapon,child_incidents/assault_weapon,child_incidents/hinder_move,child_incidents/forced_work,child_incidents/forced_detained,child_incidents/forced_recruitment,child_incidents/none,child_incidents/dont_know,other_incidents,civil_justice,boys_marriage,girls_marriage,explosive_hazards,explosive_impact,explosive_impact/constrain_service_access,explosive_impact/constrain_playing_access,explosive_impact/livelihood_income,explosive_impact/psych_wellbeing,explosive_impact/death_disability,explosive_impact/none,explosive_impact/dont_know,phys_injury_conflict,phys_injury_disaster,boys_work_no_school,girls_work_no_school,forced_leave,have_tazkira,men_tazkira,_id,_uuid,_submission_time,_validation_status,_index,enumerator_id_final,
2019-08-06T09:15:44.143+04:30,2019-08-06T09:45:15.457+04:30,06/08/2019,3.58662E+14,,1,yes,sector_village_admin,kunduz,khan_abad,khan_abad1,kohna_qeshlaq,khan_abad_khan_abad1_kohna_qeshlaq,face_to_face,yes,,,,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,events_active_conflict events_flood,1,0,1,0,0,0,0,yes,displ_20_50_hh,yes,yes,activity_livestock,,yes,other,0,0,0,1,0,0,,,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_few_days,account_very_few,no,no_road,access_half_day,needs_food needs_health needs_water,0,1,1,0,0,1,0,0,0,0,0,0,0,yes,,no,yes,more_half,yes,more_half,malnour_more_half,no_too_far,shelter_bricks,yes,yes_both,20_50_hh,very_few,no,heating_dung,no,no,no,meds_not_available,yes,disease_cause,no,yes,yes,yes,yes,yes,pump_public,damage_disaster,half,water_too_far,yes,yes,street_open_space,okay,verbal_threat hinder_move,1,0,0,1,0,0,0,0,0,verbal_threat assault_no_weapon,1,1,0,0,0,0,0,0,0,none,yes,yes,yes,yes,constrain_playing_access psych_wellbeing,0,1,0,1,0,0,0,no,yes,yes,yes,yes,yes,account_more_half,64130603,fe41c3a3-4e5f-4420-aeff-968fdbbb84d8,2019-08-06T12:37:53,,54,kunduz_1,
2019-08-06T10:32:47.574+04:30,2019-08-06T11:20:55.325+04:30,06/08/2019,3.59605E+14,,1,yes,sector_education,faryab,andkhoy,amir_ali_sher_nawayee,qozi_aimaq_naw_abad,andkhoy_amir_ali_sher_nawayee_qozi_aimaq_naw_abad,face_to_face,yes,,,,events_drought,0,0,0,0,1,0,0,events_flood,0,0,1,0,0,0,0,no,,yes,no,activity_livestock,,yes,yes_ag_impact yes_income_impact,0,1,1,1,0,0,,ag_impact_less_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_few_hrs,account_very_few,no,no_road,access_2h,needs_food needs_water needs_education,0,1,0,0,0,1,0,0,0,1,0,0,0,no,hunger_small,yes,yes,half,yes,half,malnour_less_half,yes,shelter_bricks,no,yes_disaster,less_20_hh,very_few,no,heating_dung,yes,yes,no,meds_expensive,yes,disease_cause,no,yes,yes,yes,yes,no,water_trucking,damage_none,very_few,water_points_amount,no,no,street_open_space,good,verbal_threat,1,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,1,0,none,yes,no,no,no,,,,,,,,,,no,yes,yes,no,yes,account_more_half,64126862,04711e08-3c79-4a64-b853-6568fbffe6a8,2019-08-06T12:13:29,,57,faryab_1,
2019-08-06T10:06:57.707+04:30,2019-08-06T10:31:42.120+04:30,06/08/2019,3.59605E+14,,1,yes,sector_health,faryab,andkhoy,amir_ali_sher_nawayee,postin_doz_nawabad,andkhoy_amir_ali_sher_nawayee_postin_doz_nawabad,face_to_face,yes,,,,events_drought,0,0,0,0,1,0,0,events_none,0,0,0,0,0,1,0,,,yes,no,activity_livestock,,yes,,,,,1,,,,,yes,yes,yes,yes,assistance_food,1,0,0,0,0,0,0,info_within_comm,connect_few_hrs,account_very_few,no,no_road,access_2h,needs_employment needs_water needs_education,0,0,0,0,1,1,0,0,0,1,0,0,0,no,hunger_small,yes,yes,very_few,yes,very_few,malnour_less_half,no_not_accessible,shelter_bricks,no,,,,yes,heating_dung,yes,yes,,meds_expensive,yes,disease_cause,no,yes,yes,yes,yes,,water_trucking,,very_few,water_too_far,yes,yes,street_open_space,very_good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,yes,no,yes,no,,,,,,,,,,,yes,yes,no,yes,account_more_half,64126842,8540f670-b78c-4203-a864-cda41eb8cd5c,2019-08-06T12:13:25,,58,faryab_1,
2019-08-06T08:58:42.947+04:30,2019-08-06T09:55:52.203+04:30,06/08/2019,3.59605E+14,,1,yes,sector_village_admin,faryab,andkhoy,amir_ali_sher_nawayee,qozi_aimaq_wa_khazar_ali,andkhoy_amir_ali_sher_nawayee_qozi_aimaq_wa_khazar_ali,face_to_face,yes,,,,events_flood,0,0,1,0,0,0,0,events_flood,0,0,1,0,0,0,0,no,,yes,no,activity_labour,,,conflict_no,0,0,0,1,1,0,,,yes,yes,no,yes,assistance_food assistance_health,1,0,1,0,0,0,0,info_within_comm,connect_few_hrs,account_very_few,no,no_road,access_2h,needs_food needs_water needs_education,0,1,0,0,0,1,0,0,0,1,0,0,0,yes,,yes,yes,very_few,no,,malnour_less_half,no_not_accessible,shelter_bricks,no,no,,,no,heating_wood,yes,yes,yes,meds_access,yes,natural_cause,no,yes,yes,yes,yes,no,pump_public,damage_none,very_few,water_points_amount,yes,no,street_open_space,very_good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,yes,no,no,no,,,,,,,,,,no,yes,yes,no,yes,account_more_half,64126815,bf2cb2f1-4006-42d2-a29f-4cc8e8b85e6b,2019-08-06T12:13:18,,59,faryab_1,
2019-08-08T09:56:47.841+04:30,2019-08-08T10:43:55.311+04:30,08/08/2019,3.52707E+14,,5,yes,sector_religious,nangarhar,khogyani,arghech,koz_ar_ghech,khogyani_arghech_koz_ar_ghech,face_to_face,yes,,,,events_flood events_drought,0,0,1,0,1,0,0,events_drought,0,0,0,0,1,0,0,no,,yes,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,1,0,0,livestock_ill,ag_impact_less_half,yes,no_answer,yes,yes,assistance_food,1,0,0,0,0,0,0,info_within_comm,connect_24h,account_very_few,yes,,access_2h,needs_health needs_seeds needs_water,0,0,1,1,0,1,0,0,0,0,0,0,0,yes,,yes,yes,very_few,no,,malnour_very_few,no_too_far,shelter_bricks,no,no,,,no,heating_wood,no,no,no,meds_not_available,no,dont_know_cause,no,yes,yes,yes,yes,no,unprotected_well,damage_disaster,half,water_not_functioning,yes,yes,hh_pit,very_good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,yes,no,yes,no_answer,,,,,,,,,,,yes,yes,no,yes,account_more_half,64345844,33393165-bc3a-4e93-967d-20de3546c910,2019-08-08T11:40:01,,60,nangarhar_5,
2019-08-07T06:55:37.003+04:30,2019-08-07T07:38:09.239+04:30,07/08/2019,3.58662E+14,,2,yes,sector_ag_livestock,takhar,rostaq,pasaband,quqiyeh,rostaq_pasaband_quqiyeh,face_to_face,yes,,,,events_drought,0,0,0,0,1,0,0,events_none,0,0,0,0,0,1,0,,,yes,yes,activity_ag,yes,,,,,,1,,,,,yes,yes,yes,no,,,,,,,,,info_outside_comm,connect_few_days,account_none,yes,,access_2h,needs_food needs_seeds needs_education,0,1,0,1,0,0,0,0,0,1,0,0,0,yes,,yes,yes,half,yes,very_few,malnour_less_half,no_too_expensive,shelter_bricks,no,,,,no,heating_dung,yes,yes,,meds_access,yes,natural_cause,no,no,yes,no,no,,unprotected_well,,very_few,water_too_far,yes,yes,street_open_space,very_good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,yes,yes,yes,no,,,,,,,,,,,yes,no,no,yes,account_more_half,64190333,df6020a5-e943-4ba8-810e-8703504eb187,2019-08-07T03:10:28,,61,takhar_2,
2019-08-08T09:01:18.453+05,2019-08-08T09:37:32.578+05,08/08/2019,3.59454E+14,,4,yes,sector_village_admin,kunduz,dasht_e_archi,qaria_ghoshi,gul_bulaq_payen,dasht_e_archi_qaria_ghoshi_gul_bulaq_payen,face_to_face,yes,,,,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,events_flood events_drought,0,0,1,0,1,0,0,no,,yes,no,activity_livestock,,yes,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,1,0,0,livestock_less_produce,ag_impact_more_half,yes,yes,no,no,,,,,,,,,info_within_comm,connect_few_hrs,account_none,yes,,access_2h,needs_food needs_water needsd_hygiene,0,1,0,0,0,1,1,0,0,0,0,0,0,no,hunger_bad,yes,yes,half,yes,half,malnour_more_half,no_not_accessible,shelter_bricks,no,no,,,no,heating_wood,no,yes,no,meds_not_available,no,natural_cause,no,yes,yes,yes,yes,no,sfc_water,damage_none,very_few,water_too_far,yes,yes,street_open_space,okay,verbal_threat assault_no_weapon assault_weapon hinder_move forced_work,1,1,1,1,1,0,0,0,0,none,0,0,0,0,0,0,0,1,0,none,yes,no,yes,no,,,,,,,,,,yes,yes,yes,yes,no,account_very_few,64427642,d779f973-5d53-4eec-9245-c45ac1b37fb2,2019-08-09T07:47:19,,63,kunduz_4,
2019-08-06T10:07:55.545+04:30,2019-08-06T10:48:28.105+04:30,06/08/2019,3.56259E+14,,2,yes,sector_village_admin,baghlan,baghlan_e_jadid,abqul_ya_qul_gharb,ali_khowaja,baghlan_e_jadid_abqul_ya_qul_gharb_ali_khowaja,face_to_face,yes,,,,events_active_conflict events_earthquake,1,1,0,0,0,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_few,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact,1,1,0,1,0,0,livestock_ill,ag_impact_less_half,yes,no,no,yes,assistance_food assistance_wash,1,0,0,1,0,0,0,info_within_comm,connect_few_hrs,account_very_few,yes,,access_2h,needs_food needs_health needs_water,0,1,1,0,0,1,0,0,0,0,0,0,0,yes,,yes,yes,very_few,no,,malnour_very_few,yes,shelter_makeshift,no,yes_conflict,less_20_hh,very_few,no,heating_wood,yes,yes,no,meds_access,yes,conflict_cause,no,yes,yes,yes,no,no,pump_public,damage_none,almost_all,water_social_restrictions,yes,yes,hh_pit,okay,forced_recruitment,0,0,0,0,0,0,1,0,0,assault_no_weapon,0,1,0,0,0,0,0,0,0,targeting_women,no,no,yes,yes,constrain_playing_access livelihood_income,0,1,1,0,0,0,0,yes,,yes,no,no,yes,account_more_half,64088938,c4965315-25df-4460-af52-f2ec9ed566ad,2019-08-06T06:27:52,,64,baghlan_2,
2019-08-06T12:35:40.618+05,2019-08-06T13:32:39.780+05,06/08/2019,3.59655E+14,,2,yes,sector_education,kunar,shigal,abdram_khil,amankot,shigal_abdram_khil_amankot,face_to_face,yes,,,,events_none,0,0,0,0,0,1,0,events_none,0,0,0,0,0,1,0,,,no,no,activity_labour,,,,,,,1,,,,,yes,no,no,yes,assistance_food assistance_shelter,1,1,0,0,0,0,0,info_outside_comm,connect_24h,account_very_few,yes,,access_2h,needs_employment needs_water needs_education,0,0,0,0,1,1,0,0,0,1,0,0,0,no,hunger_small,yes,yes,half,yes,half,malnour_very_few,yes,shelter_bricks,no,,,,no,heating_wood,no,yes,,meds_expensive,yes,conflict_cause,yes,yes,yes,yes,yes,,piped_public,,almost_all,water_none,yes,yes,hh_pit,good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,no,no,yes,no,,,,,,,,,,,yes,no,no,yes,account_more_half,64101687,b5abc9fb-263f-4c16-9ef6-28aa904a4d66,2019-08-06T09:03:23,,65,kunar_2,
2019-08-06T09:54:18.400+04:30,2019-08-06T10:27:56.099+04:30,06/08/2019,3.588E+14,,9,yes,sector_health,kunar,khas_kunar,tanar,zor_kunar,khas_kunar_tanar_zor_kunar,face_to_face,yes,,,,events_none,0,0,0,0,0,1,0,events_none,0,0,0,0,0,1,0,,,yes,no,activity_ag,yes,,,,,,1,,,,,yes,yes,yes,yes,assistance_food assistance_shelter,1,1,0,0,0,0,0,info_within_comm,connect_24h,account_very_few,yes,,access_2h,needs_shelter needs_food needs_water,1,1,0,0,0,1,0,0,0,0,0,0,0,no,hunger_bad,yes,yes,more_half,yes,more_half,malnour_more_half,no_not_accessible,shelter_bricks,no,,,,no,heating_wood,yes,yes,,meds_expensive,yes,conflict_cause,no,yes,yes,yes,yes,,sfc_water,,very_few,water_too_far,yes,yes,hh_pit,very_good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,yes,no,no,no,,,,,,,,,,,yes,no,no,yes,account_more_half,64112348,08e45985-8c40-4b0e-bd25-61be807e772f,2019-08-06T10:32:59,,66,kunar_9,
2019-08-06T11:26:06.802+04:30,2019-08-06T11:54:08.914+04:30,06/08/2019,3.588E+14,,5,yes,sector_health,kunar,khas_kunar,lotan,lotan,khas_kunar_lotan_lotan,face_to_face,yes,,,,events_flood,0,0,1,0,0,0,0,events_none,0,0,0,0,0,1,0,,,yes,no,activity_ag,yes,,,,,,1,,,,,yes,yes,yes,yes,assistance_food assistance_wash,1,0,0,1,0,0,0,info_within_comm,connect_24h,account_none,yes,,access_2h,needs_food needs_seeds needs_water,0,1,0,1,0,1,0,0,0,0,0,0,0,no,hunger_bad,no,yes,more_half,yes,very_few,malnour_more_half,no_too_far,shelter_bricks,no,,,,no,heating_wood,no,yes,,meds_expensive,no,conflict_cause,no,yes,yes,yes,yes,,pump_private,,half,water_expensive,no,yes,hh_pit,good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,targeting_women,yes,yes,yes,no,,,,,,,,,,,yes,no,no,yes,account_more_half,64112387,3e59142f-ecb0-4f9a-b549-9e921adfe1c4,2019-08-06T10:33:13,,67,kunar_5,
2019-08-06T11:57:48.130+04:30,2019-08-06T12:28:32.231+04:30,06/08/2019,3.588E+14,,5,yes,sector_village_admin,kunar,khas_kunar,lotan,chand_royi,khas_kunar_lotan_chand_royi,face_to_face,yes,,,,events_flood events_drought,0,0,1,0,1,0,0,events_drought,0,0,0,0,1,0,0,yes,displ_few,yes,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact,1,1,0,1,0,0,livestock_less_produce,ag_impact_less_half,yes,yes,yes,yes,assistance_food assistance_shelter,1,1,0,0,0,0,0,info_within_comm,connect_24h,account_very_few,yes,,access_2h,needs_food needs_seeds needs_water,0,1,0,1,0,1,0,0,0,0,0,0,0,no,hunger_bad,yes,yes,more_half,yes,very_few,malnour_more_half,no_not_accessible,shelter_bricks,no,no,,,no,heating_wood,no,yes,no,meds_access,yes,conflict_cause,no,yes,yes,yes,yes,no,pump_public,damage_none,very_few,water_too_far,yes,yes,hh_pit,very_good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,targeting_women,yes,yes,yes,no,,,,,,,,,,,yes,no,no,yes,account_more_half,64112432,16408fa2-4e38-4904-aac3-a014c1798ab1,2019-08-06T10:33:27,,68,kunar_5,
2019-08-06T12:58:55.760+04:30,2019-08-06T13:25:34.372+04:30,06/08/2019,3.588E+14,,5,yes,sector_education,kunar,khas_kunar,lotan,sana_khel,khas_kunar_lotan_sana_khel,face_to_face,yes,,,,events_none,0,0,0,0,0,1,0,events_none,0,0,0,0,0,1,0,,,yes,no,activity_ag,yes,,,,,,1,,,,,yes,yes,yes,yes,assistance_food,1,0,0,0,0,0,0,info_within_comm,connect_24h,account_none,yes,,access_2h,needs_food needs_health needs_education,0,1,1,0,0,0,0,0,0,1,0,0,0,no,hunger_small,no,yes,half,yes,very_few,malnour_more_half,no_too_far,shelter_bricks,yes,,,,no,heating_wood,no,yes,,meds_access,yes,disease_cause,yes,yes,yes,yes,yes,,pump_private,,almost_all,water_none,yes,yes,hh_pit,good,forced_work,0,0,0,0,1,0,0,0,0,none,0,0,0,0,0,0,0,1,0,targeting_women,yes,no,yes,no,,,,,,,,,,,yes,no,no,yes,account_more_half,64112485,17007ec4-ea37-4f0c-8401-281ae89feb8c,2019-08-06T10:33:41,,69,kunar_5,
2019-08-06T13:52:46.797+04:30,2019-08-06T14:23:55.169+04:30,06/08/2019,3.588E+14,,5,yes,sector_village_admin,kunar,khas_kunar,mangwal,chemyari,khas_kunar_mangwal_chemyari,face_to_face,yes,,,,events_earthquake,0,1,0,0,0,0,0,events_drought,0,0,0,0,1,0,0,no,,yes,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact,1,1,0,1,0,0,livestock_less_produce,ag_impact_half,yes,yes,no,yes,assistance_food,1,0,0,0,0,0,0,info_within_comm,connect_24h,account_none,yes,,access_2h,needs_food needs_health needs_seeds,0,1,1,1,0,0,0,0,0,0,0,0,0,no,hunger_bad,yes,yes,more_half,yes,very_few,malnour_more_half,no_not_accessible,shelter_bricks,yes,no,,,no,heating_wood,no,yes,no,meds_not_available,yes,conflict_cause,yes,yes,yes,yes,yes,no,pump_private,damage_none,almost_all,water_none,yes,yes,hh_pit,very_good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,yes,no,no,no,,,,,,,,,,,yes,yes,no,yes,account_more_half,64112543,d3bddc27-da72-424d-8c52-7ea640c4978c,2019-08-06T10:33:54,,70,kunar_5,
2019-08-06T08:22:35.446+04:30,2019-08-06T09:03:28.488+04:30,06/08/2019,3.56642E+14,,5,yes,sector_village_admin,kunduz,qala_e_zal,qala_e_zal5,shor_aruq,qala_e_zal_qala_e_zal5_shor_aruq,face_to_face,yes,,,,events_active_conflict events_drought,1,0,0,0,1,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_100_more_hh,no,no,activity_ag,yes,,yes_ag_impact yes_income_impact,0,1,1,1,0,0,,ag_impact_more_half,yes,yes,yes,yes,assistance_food,1,0,0,0,0,0,0,info_within_comm,connect_few_hrs,account_none,yes,,access_2h,needs_food needs_seeds needs_education,0,1,0,1,0,0,0,0,0,1,0,0,0,yes,,no,yes,more_half,no,,malnour_dont_know,no_not_accessible,shelter_bricks,yes,yes_conflict,20_50_hh,very_few,yes,heating_dung,no,no,yes,meds_not_available,yes,conflict_cause,no,yes,yes,yes,yes,no,pump_private,damage_none,very_few,water_insufficient_containers,yes,yes,street_open_space,very_poor,verbal_threat forced_work,1,0,0,0,1,0,0,0,0,none,0,0,0,0,0,0,0,1,0,none,no,yes,yes,no,,,,,,,,,yes,,yes,no,no,yes,account_more_half,64113933,94e653b9-3667-470c-9992-2e4eba165cc8,2019-08-06T10:44:26,,71,kunduz_5,
2019-08-06T09:22:55.533+04:30,2019-08-06T10:01:02.100+04:30,06/08/2019,3.56642E+14,,5,yes,sector_village_admin,kunduz,qala_e_zal,qala_e_zal5,qazaq_shakh,qala_e_zal_qala_e_zal5_qazaq_shakh,face_to_face,yes,,,,events_active_conflict events_drought,1,0,0,0,1,0,0,events_active_conflict events_drought,1,0,0,0,1,0,0,yes,displ_100_more_hh,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,1,0,0,livestock_ill,ag_impact_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_few_hrs,account_very_few,yes,,access_2h,needs_food needs_health needs_seeds,0,1,1,1,0,0,0,0,0,0,0,0,0,yes,,no,yes,half,no_answer,,malnour_very_few,no_too_far,shelter_bricks,yes,yes_conflict,less_20_hh,very_few,no,heating_dung,no,yes,no_answer,meds_expensive,yes,disease_cause,no_answer,yes,yes,yes,yes,no,pump_public,damage_none,almost_all,water_insufficient_containers,yes,yes,street_open_space,poor,verbal_threat,1,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,1,0,none,yes,no,no,no,,,,,,,,,yes,,no,no,no,yes,account_more_half,64113942,bc492828-8692-41c8-a806-7230d90fdc31,2019-08-06T10:44:30,,72,kunduz_5,
2019-08-06T10:21:12.099+04:30,2019-08-06T11:03:33.982+04:30,06/08/2019,3.56642E+14,,5,yes,sector_village_admin,kunduz,qala_e_zal,qala_e_zal3,shaghal_shakh,qala_e_zal_qala_e_zal3_shaghal_shakh,phone_interview,yes,,,,events_active_conflict events_drought,1,0,0,0,1,0,0,events_active_conflict events_drought,1,0,0,0,1,0,0,no,,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact,1,1,0,1,0,0,livestock_ill,ag_impact_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_few_hrs,account_none,yes,,access_half_day,needs_food needs_seeds needs_employment,0,1,0,1,1,0,0,0,0,0,0,0,0,yes,,yes,yes,half,yes,half,malnour_very_few,no_too_far,shelter_bricks,yes,yes_both,20_50_hh,very_few,no,heating_dung,no,yes,no,meds_expensive,yes,conflict_cause,yes,yes,yes,yes,yes,no,pump_public,damage_none,half,water_insufficient_containers,yes,yes,street_open_space,poor,none,0,0,0,0,0,0,0,1,0,verbal_threat,1,0,0,0,0,0,0,0,0,none,yes,yes,yes,no,,,,,,,,,yes,,yes,yes,yes,yes,account_more_half,64113947,f3071bf8-a84f-49c6-b968-8885cc5cfdbc,2019-08-06T10:44:34,,73,kunduz_5,
2019-08-06T11:44:23.037+04:30,2019-08-06T12:25:09.326+04:30,06/08/2019,3.56642E+14,,5,yes,sector_village_admin,kunduz,qala_e_zal,qala_e_zal3,warta_buz_bala,qala_e_zal_qala_e_zal3_warta_buz_bala,phone_interview,yes,,,,events_active_conflict,1,0,0,0,0,0,0,events_active_conflict events_flood,1,0,1,0,0,0,0,no,,no,no,activity_ag,yes,,yes_ag_impact,0,1,0,1,0,0,,ag_impact_less_half,yes,yes,yes,yes,assistance_food,1,0,0,0,0,0,0,info_within_comm,connect_few_hrs,account_very_few,yes,,access_half_day,needs_food needs_seeds needs_education,0,1,0,1,0,0,0,0,0,1,0,0,0,yes,,yes,yes,very_few,yes,very_few,malnour_very_few,yes,shelter_bricks,no,yes_both,less_20_hh,very_few,yes,heating_dung,yes,yes,no,meds_expensive,yes,conflict_cause,no,yes,yes,yes,yes,no,pump_public,damage_none,almost_all,water_none,yes,yes,street_open_space,poor,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,yes,no,no,no,,,,,,,,,yes,yes,yes,no,no,yes,account_half,64113965,a8af399f-93b9-4380-89dd-1ab5f6a62454,2019-08-06T10:44:39,,74,kunduz_5,
2019-08-06T14:55:25.821+04:30,2019-08-06T15:17:35.406+04:30,06/08/2019,3.54745E+14,,3,yes,sector_village_admin,kunar,dara_e_pech,matin,managi,dara_e_pech_matin_managi,face_to_face,yes,,,,events_active_conflict events_flood,1,0,1,0,0,0,0,events_active_conflict events_flood,1,0,1,0,0,0,0,yes,displ_20hh_less,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact,1,1,0,1,0,0,livestock_died,ag_impact_less_half,yes,yes,no_answer,yes,assistance_food,1,0,0,0,0,0,0,info_within_comm,connect_never,account_dont_know,yes,,access_2h,needs_food needs_health needs_water,0,1,1,0,0,1,0,0,0,0,0,0,0,no,hunger_bad,no,yes,very_few,yes,very_few,malnour_very_few,no_too_far,shelter_bricks,no,yes_both,less_20_hh,very_few,yes,heating_wood,no,no,yes,meds_expensive,no_answer,conflict_cause,yes,yes,yes,yes,no,no,unprotected_well,damage_disaster,very_few,water_not_functioning,yes,yes,hh_pit,poor,assault_weapon,0,0,1,0,0,0,0,0,0,verbal_threat,1,0,0,0,0,0,0,0,0,targeting_women,no,yes,yes,no_answer,,,,,,,,,yes,yes,yes,yes,yes,yes,account_more_half,64114714,6a5dd1fc-e1fd-48cf-9a83-d96b3f43832d,2019-08-06T10:48:21,,76,kunar_3,
2019-08-14T10:56:42.387+04:30,2019-08-14T11:57:20.810+04:30,14/08/2019,3.53292E+14,,1,yes,sector_village_admin,takhar,eshkmesh,fakhrak_allahuddin,shakar_now,eshkmesh_fakhrak_allahuddin_shakar_now,phone_interview,yes,,,,events_earthquake events_flood events_drought,0,1,1,0,1,0,0,events_flood events_drought,0,0,1,0,1,0,0,yes,displ_20hh_less,yes,yes,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,1,0,0,livestock_ill,ag_impact_more_half,yes,yes,yes,no,,,,,,,,,info_outside_comm,connect_few_hrs,account_none,yes,,access_2h,needs_shelter needs_food needs_seeds,1,1,0,1,0,0,0,0,0,0,0,0,0,no,hunger_bad,yes,yes,half,yes,half,malnour_very_few,no_too_far,shelter_bricks,no,yes_disaster,less_20_hh,very_few,no,heating_dung,yes,no,yes,meds_not_available,no,disease_cause,yes,no,no,no,no,yes,unprotected_well,damage_disaster,almost_all,water_none,yes,yes,hh_pit,good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,targeting_women,yes,no,no,yes,constrain_service_access constrain_playing_access,1,1,0,0,0,0,0,,no,yes,yes,no,yes,account_more_half,64726616,7c0cfa10-b330-4d7d-bba8-128aa2c4da05,2019-08-14T08:55:37,,77,takhar_1,
